Gene.ID,Cluster
HORVU.MOREX.r3.2HG0127150,Cluster 2
HORVU.MOREX.r3.2HG0127410,Cluster 2
HORVU.MOREX.r3.2HG0127420,Cluster 2
HORVU.MOREX.r3.2HG0127530,Cluster 2
HORVU.MOREX.r3.2HG0128260,Cluster 2
HORVU.MOREX.r3.2HG0128530,Cluster 2
HORVU.MOREX.r3.2HG0128540,Cluster 2
HORVU.MOREX.r3.2HG0128810,Cluster 2
HORVU.MOREX.r3.2HG0128850,Cluster 2
HORVU.MOREX.r3.2HG0128890,Cluster 2
HORVU.MOREX.r3.2HG0128960,Cluster 2
HORVU.MOREX.r3.2HG0129520,Cluster 2
HORVU.MOREX.r3.2HG0130620,Cluster 2
HORVU.MOREX.r3.2HG0131040,Cluster 2
HORVU.MOREX.r3.2HG0131170,Cluster 2
HORVU.MOREX.r3.2HG0131330,Cluster 2
HORVU.MOREX.r3.2HG0131350,Cluster 2
HORVU.MOREX.r3.2HG0131570,Cluster 2
HORVU.MOREX.r3.2HG0132140,Cluster 2
HORVU.MOREX.r3.2HG0132360,Cluster 2
HORVU.MOREX.r3.2HG0132990,Cluster 2
HORVU.MOREX.r3.2HG0133180,Cluster 2
HORVU.MOREX.r3.2HG0133220,Cluster 2
HORVU.MOREX.r3.2HG0133430,Cluster 2
HORVU.MOREX.r3.2HG0133450,Cluster 2
HORVU.MOREX.r3.2HG0133650,Cluster 2
HORVU.MOREX.r3.2HG0134240,Cluster 2
HORVU.MOREX.r3.2HG0134400,Cluster 2
HORVU.MOREX.r3.2HG0134520,Cluster 2
HORVU.MOREX.r3.2HG0134770,Cluster 2
HORVU.MOREX.r3.2HG0134810,Cluster 2
HORVU.MOREX.r3.2HG0134900,Cluster 2
HORVU.MOREX.r3.2HG0135660,Cluster 2
HORVU.MOREX.r3.2HG0135690,Cluster 2
HORVU.MOREX.r3.2HG0136010,Cluster 2
HORVU.MOREX.r3.2HG0136340,Cluster 2
HORVU.MOREX.r3.2HG0136480,Cluster 2
HORVU.MOREX.r3.2HG0137510,Cluster 2
HORVU.MOREX.r3.2HG0137600,Cluster 2
HORVU.MOREX.r3.2HG0138220,Cluster 2
HORVU.MOREX.r3.2HG0138980,Cluster 2
HORVU.MOREX.r3.2HG0139270,Cluster 2
HORVU.MOREX.r3.2HG0139900,Cluster 2
HORVU.MOREX.r3.2HG0139920,Cluster 2
HORVU.MOREX.r3.2HG0140040,Cluster 2
HORVU.MOREX.r3.2HG0140050,Cluster 2
HORVU.MOREX.r3.2HG0140480,Cluster 2
HORVU.MOREX.r3.2HG0140980,Cluster 2
HORVU.MOREX.r3.2HG0141000,Cluster 2
HORVU.MOREX.r3.2HG0141420,Cluster 2
HORVU.MOREX.r3.2HG0141490,Cluster 2
HORVU.MOREX.r3.2HG0142070,Cluster 2
HORVU.MOREX.r3.2HG0142300,Cluster 2
HORVU.MOREX.r3.2HG0142550,Cluster 2
HORVU.MOREX.r3.2HG0142740,Cluster 2
HORVU.MOREX.r3.2HG0142760,Cluster 2
HORVU.MOREX.r3.2HG0142950,Cluster 2
HORVU.MOREX.r3.2HG0143250,Cluster 2
HORVU.MOREX.r3.2HG0143570,Cluster 2
HORVU.MOREX.r3.2HG0143800,Cluster 2
HORVU.MOREX.r3.2HG0144230,Cluster 2
HORVU.MOREX.r3.2HG0144830,Cluster 2
HORVU.MOREX.r3.2HG0146690,Cluster 2
HORVU.MOREX.r3.2HG0149510,Cluster 2
HORVU.MOREX.r3.2HG0149770,Cluster 2
HORVU.MOREX.r3.2HG0149820,Cluster 2
HORVU.MOREX.r3.2HG0149860,Cluster 2
HORVU.MOREX.r3.2HG0150450,Cluster 2
HORVU.MOREX.r3.2HG0150530,Cluster 2
HORVU.MOREX.r3.2HG0150570,Cluster 2
HORVU.MOREX.r3.2HG0150730,Cluster 2
HORVU.MOREX.r3.2HG0150820,Cluster 2
HORVU.MOREX.r3.2HG0151770,Cluster 2
HORVU.MOREX.r3.2HG0151810,Cluster 2
HORVU.MOREX.r3.2HG0152330,Cluster 2
HORVU.MOREX.r3.2HG0152460,Cluster 2
HORVU.MOREX.r3.2HG0152610,Cluster 2
HORVU.MOREX.r3.2HG0152860,Cluster 2
HORVU.MOREX.r3.2HG0153790,Cluster 2
HORVU.MOREX.r3.2HG0153800,Cluster 2
HORVU.MOREX.r3.2HG0153830,Cluster 2
HORVU.MOREX.r3.2HG0154120,Cluster 2
HORVU.MOREX.r3.2HG0154130,Cluster 2
HORVU.MOREX.r3.2HG0154170,Cluster 2
HORVU.MOREX.r3.2HG0154530,Cluster 2
HORVU.MOREX.r3.2HG0154600,Cluster 2
HORVU.MOREX.r3.2HG0155570,Cluster 2
HORVU.MOREX.r3.2HG0155700,Cluster 2
HORVU.MOREX.r3.2HG0155790,Cluster 2
HORVU.MOREX.r3.2HG0156150,Cluster 2
HORVU.MOREX.r3.2HG0156260,Cluster 2
HORVU.MOREX.r3.2HG0156430,Cluster 2
HORVU.MOREX.r3.2HG0156760,Cluster 2
HORVU.MOREX.r3.2HG0157200,Cluster 2
HORVU.MOREX.r3.2HG0157210,Cluster 2
HORVU.MOREX.r3.2HG0157610,Cluster 2
HORVU.MOREX.r3.2HG0157640,Cluster 2
HORVU.MOREX.r3.2HG0157790,Cluster 2
HORVU.MOREX.r3.2HG0157890,Cluster 2
HORVU.MOREX.r3.2HG0158180,Cluster 2
HORVU.MOREX.r3.2HG0158210,Cluster 2
HORVU.MOREX.r3.2HG0158690,Cluster 2
HORVU.MOREX.r3.2HG0158950,Cluster 2
HORVU.MOREX.r3.2HG0159130,Cluster 2
HORVU.MOREX.r3.2HG0159250,Cluster 2
HORVU.MOREX.r3.2HG0159280,Cluster 2
HORVU.MOREX.r3.2HG0159540,Cluster 2
HORVU.MOREX.r3.2HG0159790,Cluster 2
HORVU.MOREX.r3.2HG0159920,Cluster 2
HORVU.MOREX.r3.2HG0160570,Cluster 2
HORVU.MOREX.r3.2HG0161340,Cluster 2
HORVU.MOREX.r3.2HG0161380,Cluster 2
HORVU.MOREX.r3.2HG0161670,Cluster 2
HORVU.MOREX.r3.2HG0161860,Cluster 2
HORVU.MOREX.r3.2HG0162790,Cluster 2
HORVU.MOREX.r3.2HG0162930,Cluster 2
HORVU.MOREX.r3.2HG0163750,Cluster 2
HORVU.MOREX.r3.2HG0164110,Cluster 2
HORVU.MOREX.r3.2HG0164410,Cluster 2
HORVU.MOREX.r3.2HG0164850,Cluster 2
HORVU.MOREX.r3.2HG0164950,Cluster 2
HORVU.MOREX.r3.2HG0164970,Cluster 2
HORVU.MOREX.r3.2HG0165730,Cluster 2
HORVU.MOREX.r3.2HG0165780,Cluster 2
HORVU.MOREX.r3.2HG0166260,Cluster 2
HORVU.MOREX.r3.2HG0166270,Cluster 2
HORVU.MOREX.r3.2HG0166310,Cluster 2
HORVU.MOREX.r3.2HG0166370,Cluster 2
HORVU.MOREX.r3.2HG0167200,Cluster 2
HORVU.MOREX.r3.2HG0167220,Cluster 2
HORVU.MOREX.r3.2HG0167400,Cluster 2
HORVU.MOREX.r3.2HG0167990,Cluster 2
HORVU.MOREX.r3.2HG0168110,Cluster 2
HORVU.MOREX.r3.2HG0168120,Cluster 2
HORVU.MOREX.r3.2HG0168270,Cluster 2
HORVU.MOREX.r3.2HG0168330,Cluster 2
HORVU.MOREX.r3.2HG0168480,Cluster 2
HORVU.MOREX.r3.2HG0168580,Cluster 2
HORVU.MOREX.r3.2HG0168830,Cluster 2
HORVU.MOREX.r3.2HG0169150,Cluster 2
HORVU.MOREX.r3.2HG0169350,Cluster 2
HORVU.MOREX.r3.2HG0169370,Cluster 2
HORVU.MOREX.r3.2HG0169420,Cluster 2
HORVU.MOREX.r3.2HG0169670,Cluster 2
HORVU.MOREX.r3.2HG0169900,Cluster 2
HORVU.MOREX.r3.2HG0170120,Cluster 2
HORVU.MOREX.r3.2HG0170240,Cluster 2
HORVU.MOREX.r3.2HG0170550,Cluster 2
HORVU.MOREX.r3.2HG0170690,Cluster 2
HORVU.MOREX.r3.2HG0170880,Cluster 2
HORVU.MOREX.r3.2HG0170900,Cluster 2
HORVU.MOREX.r3.2HG0171170,Cluster 2
HORVU.MOREX.r3.2HG0171590,Cluster 2
HORVU.MOREX.r3.2HG0171730,Cluster 2
HORVU.MOREX.r3.2HG0172200,Cluster 2
HORVU.MOREX.r3.2HG0172490,Cluster 2
HORVU.MOREX.r3.2HG0172690,Cluster 2
HORVU.MOREX.r3.2HG0172730,Cluster 2
HORVU.MOREX.r3.2HG0173200,Cluster 2
HORVU.MOREX.r3.2HG0173210,Cluster 2
HORVU.MOREX.r3.2HG0173220,Cluster 2
HORVU.MOREX.r3.2HG0173240,Cluster 2
HORVU.MOREX.r3.2HG0173270,Cluster 2
HORVU.MOREX.r3.2HG0173290,Cluster 2
HORVU.MOREX.r3.2HG0173530,Cluster 2
HORVU.MOREX.r3.2HG0173540,Cluster 2
HORVU.MOREX.r3.2HG0174000,Cluster 2
HORVU.MOREX.r3.2HG0174340,Cluster 2
HORVU.MOREX.r3.2HG0174360,Cluster 2
HORVU.MOREX.r3.2HG0174410,Cluster 2
HORVU.MOREX.r3.2HG0174570,Cluster 2
HORVU.MOREX.r3.2HG0174770,Cluster 2
HORVU.MOREX.r3.2HG0175070,Cluster 2
HORVU.MOREX.r3.2HG0175220,Cluster 2
HORVU.MOREX.r3.2HG0176000,Cluster 2
HORVU.MOREX.r3.2HG0176010,Cluster 2
HORVU.MOREX.r3.2HG0176490,Cluster 2
HORVU.MOREX.r3.2HG0176570,Cluster 2
HORVU.MOREX.r3.2HG0176660,Cluster 2
HORVU.MOREX.r3.2HG0176710,Cluster 2
HORVU.MOREX.r3.2HG0176970,Cluster 2
HORVU.MOREX.r3.2HG0176990,Cluster 2
HORVU.MOREX.r3.2HG0177450,Cluster 2
HORVU.MOREX.r3.2HG0177520,Cluster 2
HORVU.MOREX.r3.2HG0177550,Cluster 2
HORVU.MOREX.r3.2HG0177640,Cluster 2
HORVU.MOREX.r3.2HG0178050,Cluster 2
HORVU.MOREX.r3.2HG0178080,Cluster 2
HORVU.MOREX.r3.2HG0178560,Cluster 2
HORVU.MOREX.r3.2HG0178580,Cluster 2
HORVU.MOREX.r3.2HG0178590,Cluster 2
HORVU.MOREX.r3.2HG0178740,Cluster 2
HORVU.MOREX.r3.2HG0179650,Cluster 2
HORVU.MOREX.r3.2HG0180020,Cluster 2
HORVU.MOREX.r3.2HG0180060,Cluster 2
HORVU.MOREX.r3.2HG0180240,Cluster 2
HORVU.MOREX.r3.2HG0180320,Cluster 2
HORVU.MOREX.r3.2HG0180580,Cluster 2
HORVU.MOREX.r3.2HG0180730,Cluster 2
HORVU.MOREX.r3.2HG0180750,Cluster 2
HORVU.MOREX.r3.2HG0180950,Cluster 2
HORVU.MOREX.r3.2HG0181510,Cluster 2
HORVU.MOREX.r3.2HG0181610,Cluster 2
HORVU.MOREX.r3.2HG0182210,Cluster 2
HORVU.MOREX.r3.2HG0182380,Cluster 2
HORVU.MOREX.r3.2HG0182390,Cluster 2
HORVU.MOREX.r3.2HG0182620,Cluster 2
HORVU.MOREX.r3.2HG0182810,Cluster 2
HORVU.MOREX.r3.2HG0182920,Cluster 2
HORVU.MOREX.r3.2HG0183620,Cluster 2
HORVU.MOREX.r3.2HG0183830,Cluster 2
HORVU.MOREX.r3.2HG0183890,Cluster 2
HORVU.MOREX.r3.2HG0183930,Cluster 2
HORVU.MOREX.r3.2HG0183990,Cluster 2
HORVU.MOREX.r3.2HG0184180,Cluster 2
HORVU.MOREX.r3.2HG0184260,Cluster 2
HORVU.MOREX.r3.2HG0184360,Cluster 2
HORVU.MOREX.r3.2HG0184630,Cluster 2
HORVU.MOREX.r3.2HG0184670,Cluster 2
HORVU.MOREX.r3.2HG0184710,Cluster 2
HORVU.MOREX.r3.2HG0185140,Cluster 2
HORVU.MOREX.r3.2HG0185320,Cluster 2
HORVU.MOREX.r3.2HG0185400,Cluster 2
HORVU.MOREX.r3.2HG0185460,Cluster 2
HORVU.MOREX.r3.2HG0185490,Cluster 2
HORVU.MOREX.r3.2HG0185500,Cluster 2
HORVU.MOREX.r3.2HG0185660,Cluster 2
HORVU.MOREX.r3.2HG0185880,Cluster 2
HORVU.MOREX.r3.2HG0185890,Cluster 2
HORVU.MOREX.r3.2HG0186080,Cluster 2
HORVU.MOREX.r3.2HG0186370,Cluster 2
HORVU.MOREX.r3.2HG0186470,Cluster 2
HORVU.MOREX.r3.2HG0186680,Cluster 2
HORVU.MOREX.r3.2HG0187130,Cluster 2
HORVU.MOREX.r3.2HG0187450,Cluster 2
HORVU.MOREX.r3.2HG0187610,Cluster 2
HORVU.MOREX.r3.2HG0187620,Cluster 2
HORVU.MOREX.r3.2HG0187860,Cluster 2
HORVU.MOREX.r3.2HG0187890,Cluster 2
HORVU.MOREX.r3.2HG0188110,Cluster 2
HORVU.MOREX.r3.2HG0188200,Cluster 2
HORVU.MOREX.r3.2HG0188640,Cluster 2
HORVU.MOREX.r3.2HG0188750,Cluster 2
HORVU.MOREX.r3.2HG0189010,Cluster 2
HORVU.MOREX.r3.2HG0189270,Cluster 2
HORVU.MOREX.r3.2HG0189360,Cluster 2
HORVU.MOREX.r3.2HG0189740,Cluster 2
HORVU.MOREX.r3.2HG0189830,Cluster 2
HORVU.MOREX.r3.2HG0189960,Cluster 2
HORVU.MOREX.r3.2HG0190260,Cluster 2
HORVU.MOREX.r3.2HG0190470,Cluster 2
HORVU.MOREX.r3.2HG0190550,Cluster 2
HORVU.MOREX.r3.2HG0190570,Cluster 2
HORVU.MOREX.r3.2HG0190650,Cluster 2
HORVU.MOREX.r3.2HG0190730,Cluster 2
HORVU.MOREX.r3.2HG0191210,Cluster 2
HORVU.MOREX.r3.2HG0191220,Cluster 2
HORVU.MOREX.r3.2HG0191230,Cluster 2
HORVU.MOREX.r3.2HG0191260,Cluster 2
HORVU.MOREX.r3.2HG0191440,Cluster 2
HORVU.MOREX.r3.2HG0191460,Cluster 2
HORVU.MOREX.r3.2HG0191470,Cluster 2
HORVU.MOREX.r3.2HG0192190,Cluster 2
HORVU.MOREX.r3.2HG0192540,Cluster 2
HORVU.MOREX.r3.2HG0192620,Cluster 2
HORVU.MOREX.r3.2HG0193010,Cluster 2
HORVU.MOREX.r3.2HG0193030,Cluster 2
HORVU.MOREX.r3.2HG0193060,Cluster 2
HORVU.MOREX.r3.2HG0193390,Cluster 2
HORVU.MOREX.r3.2HG0193790,Cluster 2
HORVU.MOREX.r3.2HG0193820,Cluster 2
HORVU.MOREX.r3.2HG0193840,Cluster 2
HORVU.MOREX.r3.2HG0194220,Cluster 2
HORVU.MOREX.r3.2HG0194230,Cluster 2
HORVU.MOREX.r3.2HG0194600,Cluster 2
HORVU.MOREX.r3.2HG0194700,Cluster 2
HORVU.MOREX.r3.2HG0194770,Cluster 2
HORVU.MOREX.r3.2HG0194790,Cluster 2
HORVU.MOREX.r3.2HG0194820,Cluster 2
HORVU.MOREX.r3.2HG0195080,Cluster 2
HORVU.MOREX.r3.2HG0195500,Cluster 2
HORVU.MOREX.r3.2HG0195580,Cluster 2
HORVU.MOREX.r3.2HG0195930,Cluster 2
HORVU.MOREX.r3.2HG0196120,Cluster 2
HORVU.MOREX.r3.2HG0196150,Cluster 2
HORVU.MOREX.r3.2HG0196250,Cluster 2
HORVU.MOREX.r3.2HG0196290,Cluster 2
HORVU.MOREX.r3.2HG0196300,Cluster 2
HORVU.MOREX.r3.2HG0196340,Cluster 2
HORVU.MOREX.r3.2HG0196370,Cluster 2
HORVU.MOREX.r3.2HG0196380,Cluster 2
HORVU.MOREX.r3.2HG0196410,Cluster 2
HORVU.MOREX.r3.2HG0196420,Cluster 2
HORVU.MOREX.r3.2HG0196460,Cluster 2
HORVU.MOREX.r3.2HG0196470,Cluster 2
HORVU.MOREX.r3.2HG0196480,Cluster 2
HORVU.MOREX.r3.2HG0196660,Cluster 2
HORVU.MOREX.r3.2HG0197060,Cluster 2
HORVU.MOREX.r3.2HG0197130,Cluster 2
HORVU.MOREX.r3.2HG0197290,Cluster 2
HORVU.MOREX.r3.2HG0197340,Cluster 2
HORVU.MOREX.r3.2HG0197610,Cluster 2
HORVU.MOREX.r3.2HG0198030,Cluster 2
HORVU.MOREX.r3.2HG0198070,Cluster 2
HORVU.MOREX.r3.2HG0198470,Cluster 2
HORVU.MOREX.r3.2HG0198510,Cluster 2
HORVU.MOREX.r3.2HG0198630,Cluster 2
HORVU.MOREX.r3.2HG0198730,Cluster 2
HORVU.MOREX.r3.2HG0198940,Cluster 2
HORVU.MOREX.r3.2HG0199060,Cluster 2
HORVU.MOREX.r3.2HG0199120,Cluster 2
HORVU.MOREX.r3.2HG0199300,Cluster 2
HORVU.MOREX.r3.2HG0199330,Cluster 2
HORVU.MOREX.r3.2HG0199420,Cluster 2
HORVU.MOREX.r3.2HG0199540,Cluster 2
HORVU.MOREX.r3.2HG0199600,Cluster 2
HORVU.MOREX.r3.2HG0200330,Cluster 2
HORVU.MOREX.r3.2HG0200560,Cluster 2
HORVU.MOREX.r3.2HG0200630,Cluster 2
HORVU.MOREX.r3.2HG0201390,Cluster 2
HORVU.MOREX.r3.2HG0201400,Cluster 2
HORVU.MOREX.r3.2HG0201850,Cluster 2
HORVU.MOREX.r3.2HG0201920,Cluster 2
HORVU.MOREX.r3.2HG0202350,Cluster 2
HORVU.MOREX.r3.2HG0202460,Cluster 2
HORVU.MOREX.r3.2HG0202550,Cluster 2
HORVU.MOREX.r3.2HG0202590,Cluster 2
HORVU.MOREX.r3.2HG0202910,Cluster 2
HORVU.MOREX.r3.2HG0203310,Cluster 2
HORVU.MOREX.r3.2HG0203380,Cluster 2
HORVU.MOREX.r3.2HG0204020,Cluster 2
HORVU.MOREX.r3.2HG0204030,Cluster 2
HORVU.MOREX.r3.2HG0204160,Cluster 2
HORVU.MOREX.r3.2HG0204250,Cluster 2
HORVU.MOREX.r3.2HG0204260,Cluster 2
HORVU.MOREX.r3.2HG0204350,Cluster 2
HORVU.MOREX.r3.2HG0204560,Cluster 2
HORVU.MOREX.r3.2HG0204570,Cluster 2
HORVU.MOREX.r3.2HG0204750,Cluster 2
HORVU.MOREX.r3.2HG0204770,Cluster 2
HORVU.MOREX.r3.2HG0204960,Cluster 2
HORVU.MOREX.r3.2HG0205400,Cluster 2
HORVU.MOREX.r3.2HG0205500,Cluster 2
HORVU.MOREX.r3.2HG0205760,Cluster 2
HORVU.MOREX.r3.2HG0205880,Cluster 2
HORVU.MOREX.r3.2HG0206550,Cluster 2
HORVU.MOREX.r3.2HG0206560,Cluster 2
HORVU.MOREX.r3.2HG0206570,Cluster 2
HORVU.MOREX.r3.2HG0206690,Cluster 2
HORVU.MOREX.r3.2HG0206860,Cluster 2
HORVU.MOREX.r3.2HG0206920,Cluster 2
HORVU.MOREX.r3.2HG0207110,Cluster 2
HORVU.MOREX.r3.2HG0207200,Cluster 2
HORVU.MOREX.r3.2HG0207380,Cluster 2
HORVU.MOREX.r3.2HG0207420,Cluster 2
HORVU.MOREX.r3.2HG0207630,Cluster 2
HORVU.MOREX.r3.2HG0207980,Cluster 2
HORVU.MOREX.r3.2HG0208050,Cluster 2
HORVU.MOREX.r3.2HG0208170,Cluster 2
HORVU.MOREX.r3.2HG0208210,Cluster 2
HORVU.MOREX.r3.2HG0208220,Cluster 2
HORVU.MOREX.r3.2HG0208520,Cluster 2
HORVU.MOREX.r3.2HG0208650,Cluster 2
HORVU.MOREX.r3.2HG0208660,Cluster 2
HORVU.MOREX.r3.2HG0208670,Cluster 2
HORVU.MOREX.r3.2HG0208680,Cluster 2
HORVU.MOREX.r3.2HG0208820,Cluster 2
HORVU.MOREX.r3.2HG0208960,Cluster 2
HORVU.MOREX.r3.2HG0209150,Cluster 2
HORVU.MOREX.r3.2HG0209190,Cluster 2
HORVU.MOREX.r3.2HG0209220,Cluster 2
HORVU.MOREX.r3.2HG0209260,Cluster 2
HORVU.MOREX.r3.2HG0209330,Cluster 2
HORVU.MOREX.r3.2HG0209690,Cluster 2
HORVU.MOREX.r3.2HG0210020,Cluster 2
HORVU.MOREX.r3.2HG0210210,Cluster 2
HORVU.MOREX.r3.2HG0210290,Cluster 2
HORVU.MOREX.r3.2HG0210480,Cluster 2
HORVU.MOREX.r3.2HG0210780,Cluster 2
HORVU.MOREX.r3.2HG0210850,Cluster 2
HORVU.MOREX.r3.2HG0211090,Cluster 2
HORVU.MOREX.r3.2HG0211190,Cluster 2
HORVU.MOREX.r3.2HG0211450,Cluster 2
HORVU.MOREX.r3.2HG0211670,Cluster 2
HORVU.MOREX.r3.2HG0211750,Cluster 2
HORVU.MOREX.r3.2HG0212170,Cluster 2
HORVU.MOREX.r3.2HG0212740,Cluster 2
HORVU.MOREX.r3.2HG0213800,Cluster 2
HORVU.MOREX.r3.2HG0213850,Cluster 2
HORVU.MOREX.r3.2HG0214070,Cluster 2
HORVU.MOREX.r3.2HG0214080,Cluster 2
HORVU.MOREX.r3.2HG0214130,Cluster 2
HORVU.MOREX.r3.2HG0214240,Cluster 2
HORVU.MOREX.r3.2HG0214820,Cluster 2
HORVU.MOREX.r3.2HG0215220,Cluster 2
HORVU.MOREX.r3.2HG0215610,Cluster 2
HORVU.MOREX.r3.2HG0215660,Cluster 2
HORVU.MOREX.r3.2HG0216560,Cluster 2
HORVU.MOREX.r3.2HG0216680,Cluster 2
HORVU.MOREX.r3.2HG0217210,Cluster 2
HORVU.MOREX.r3.2HG0217450,Cluster 2
HORVU.MOREX.r3.2HG0217490,Cluster 2
HORVU.MOREX.r3.2HG0217500,Cluster 2
HORVU.MOREX.r3.2HG0217530,Cluster 2
HORVU.MOREX.r3.2HG0217790,Cluster 2
HORVU.MOREX.r3.2HG0217820,Cluster 2
HORVU.MOREX.r3.2HG0218020,Cluster 2
HORVU.MOREX.r3.2HG0218050,Cluster 2
HORVU.MOREX.r3.3HG0218110,Cluster 2
HORVU.MOREX.r3.3HG0218410,Cluster 2
HORVU.MOREX.r3.3HG0218440,Cluster 2
HORVU.MOREX.r3.3HG0218800,Cluster 2
HORVU.MOREX.r3.3HG0219050,Cluster 2
HORVU.MOREX.r3.3HG0219130,Cluster 2
HORVU.MOREX.r3.3HG0219240,Cluster 2
HORVU.MOREX.r3.3HG0219270,Cluster 2
HORVU.MOREX.r3.3HG0219280,Cluster 2
HORVU.MOREX.r3.3HG0219490,Cluster 2
HORVU.MOREX.r3.3HG0219550,Cluster 2
HORVU.MOREX.r3.3HG0219610,Cluster 2
HORVU.MOREX.r3.3HG0219640,Cluster 2
HORVU.MOREX.r3.3HG0219670,Cluster 2
HORVU.MOREX.r3.3HG0219810,Cluster 2
HORVU.MOREX.r3.3HG0220140,Cluster 2
HORVU.MOREX.r3.3HG0220590,Cluster 2
HORVU.MOREX.r3.3HG0220750,Cluster 2
HORVU.MOREX.r3.3HG0220760,Cluster 2
HORVU.MOREX.r3.3HG0220800,Cluster 2
HORVU.MOREX.r3.3HG0220930,Cluster 2
HORVU.MOREX.r3.3HG0220950,Cluster 2
HORVU.MOREX.r3.3HG0221110,Cluster 2
HORVU.MOREX.r3.3HG0221130,Cluster 2
HORVU.MOREX.r3.3HG0221180,Cluster 2
HORVU.MOREX.r3.3HG0221300,Cluster 2
HORVU.MOREX.r3.3HG0221340,Cluster 2
HORVU.MOREX.r3.3HG0221800,Cluster 2
HORVU.MOREX.r3.3HG0221940,Cluster 2
HORVU.MOREX.r3.3HG0222300,Cluster 2
HORVU.MOREX.r3.3HG0222610,Cluster 2
HORVU.MOREX.r3.3HG0222820,Cluster 2
HORVU.MOREX.r3.3HG0223180,Cluster 2
HORVU.MOREX.r3.3HG0223940,Cluster 2
HORVU.MOREX.r3.3HG0224000,Cluster 2
HORVU.MOREX.r3.3HG0224260,Cluster 2
HORVU.MOREX.r3.3HG0224680,Cluster 2
HORVU.MOREX.r3.3HG0224730,Cluster 2
HORVU.MOREX.r3.3HG0224740,Cluster 2
HORVU.MOREX.r3.3HG0224790,Cluster 2
HORVU.MOREX.r3.3HG0225230,Cluster 2
HORVU.MOREX.r3.3HG0225310,Cluster 2
HORVU.MOREX.r3.3HG0225500,Cluster 2
HORVU.MOREX.r3.3HG0225640,Cluster 2
HORVU.MOREX.r3.3HG0225930,Cluster 2
HORVU.MOREX.r3.3HG0226220,Cluster 2
HORVU.MOREX.r3.3HG0226230,Cluster 2
HORVU.MOREX.r3.3HG0226390,Cluster 2
HORVU.MOREX.r3.3HG0227090,Cluster 2
HORVU.MOREX.r3.3HG0227360,Cluster 2
HORVU.MOREX.r3.3HG0227370,Cluster 2
HORVU.MOREX.r3.3HG0227400,Cluster 2
HORVU.MOREX.r3.3HG0227420,Cluster 2
HORVU.MOREX.r3.3HG0227720,Cluster 2
HORVU.MOREX.r3.3HG0227920,Cluster 2
HORVU.MOREX.r3.3HG0227930,Cluster 2
HORVU.MOREX.r3.3HG0227970,Cluster 2
HORVU.MOREX.r3.3HG0227980,Cluster 2
HORVU.MOREX.r3.3HG0228230,Cluster 2
HORVU.MOREX.r3.3HG0228790,Cluster 2
HORVU.MOREX.r3.3HG0228860,Cluster 2
HORVU.MOREX.r3.3HG0229320,Cluster 2
HORVU.MOREX.r3.3HG0229400,Cluster 2
HORVU.MOREX.r3.3HG0229730,Cluster 2
HORVU.MOREX.r3.3HG0230070,Cluster 2
HORVU.MOREX.r3.3HG0230320,Cluster 2
HORVU.MOREX.r3.3HG0230430,Cluster 2
HORVU.MOREX.r3.3HG0230520,Cluster 2
HORVU.MOREX.r3.3HG0230600,Cluster 2
HORVU.MOREX.r3.3HG0230870,Cluster 2
HORVU.MOREX.r3.3HG0230920,Cluster 2
HORVU.MOREX.r3.3HG0230940,Cluster 2
HORVU.MOREX.r3.3HG0230950,Cluster 2
HORVU.MOREX.r3.3HG0230970,Cluster 2
HORVU.MOREX.r3.3HG0231020,Cluster 2
HORVU.MOREX.r3.3HG0231040,Cluster 2
HORVU.MOREX.r3.3HG0231240,Cluster 2
HORVU.MOREX.r3.3HG0231420,Cluster 2
HORVU.MOREX.r3.3HG0231790,Cluster 2
HORVU.MOREX.r3.3HG0231800,Cluster 2
HORVU.MOREX.r3.3HG0231810,Cluster 2
HORVU.MOREX.r3.3HG0231940,Cluster 2
HORVU.MOREX.r3.3HG0232120,Cluster 2
HORVU.MOREX.r3.3HG0232160,Cluster 2
HORVU.MOREX.r3.3HG0232210,Cluster 2
HORVU.MOREX.r3.3HG0232220,Cluster 2
HORVU.MOREX.r3.3HG0232400,Cluster 2
HORVU.MOREX.r3.3HG0232850,Cluster 2
HORVU.MOREX.r3.3HG0232930,Cluster 2
HORVU.MOREX.r3.3HG0233030,Cluster 2
HORVU.MOREX.r3.3HG0233040,Cluster 2
HORVU.MOREX.r3.3HG0233160,Cluster 2
HORVU.MOREX.r3.3HG0233200,Cluster 2
HORVU.MOREX.r3.3HG0233410,Cluster 2
HORVU.MOREX.r3.3HG0233670,Cluster 2
HORVU.MOREX.r3.3HG0233700,Cluster 2
HORVU.MOREX.r3.3HG0233760,Cluster 2
HORVU.MOREX.r3.3HG0233880,Cluster 2
HORVU.MOREX.r3.3HG0234140,Cluster 2
HORVU.MOREX.r3.3HG0234190,Cluster 2
HORVU.MOREX.r3.3HG0234500,Cluster 2
HORVU.MOREX.r3.3HG0235000,Cluster 2
HORVU.MOREX.r3.3HG0235020,Cluster 2
HORVU.MOREX.r3.3HG0235190,Cluster 2
HORVU.MOREX.r3.3HG0235250,Cluster 2
HORVU.MOREX.r3.3HG0235790,Cluster 2
HORVU.MOREX.r3.3HG0235810,Cluster 2
HORVU.MOREX.r3.3HG0235900,Cluster 2
HORVU.MOREX.r3.3HG0235910,Cluster 2
HORVU.MOREX.r3.3HG0236190,Cluster 2
