Name,logFC,logCPM,pvalue,FDR
HORVU.MOREX.r3.7HG0659270,-0.539009843,3.176259663,0.146107106,0.731977986
HORVU.MOREX.r3.4HG0382520,-0.610403194,2.627140393,0.14621126,0.732126394
HORVU.MOREX.r3.6HG0631810,-0.370703907,5.894716371,0.146229809,0.732126394
HORVU.MOREX.r3.2HG0111100,0.402633126,7.400849469,0.146330428,0.732397061
HORVU.MOREX.r3.3HG0295980,0.627794232,2.498261217,0.146404555,0.732535007
HORVU.MOREX.r3.3HG0324610,0.857700368,0.917651735,0.146533917,0.73294914
HORVU.MOREX.r3.3HG0291310,0.421502552,8.040683155,0.146746798,0.733738491
HORVU.MOREX.r3.4HG0391260,0.635376827,2.43769673,0.146785857,0.733738491
HORVU.MOREX.r3.1HG0051020,0.509046876,3.411645271,0.146831655,0.733738491
HORVU.MOREX.r3.2HG0183880,0.381348115,5.040155102,0.146910555,0.73389963
HORVU.MOREX.r3.2HG0186060,0.705586718,1.911861208,0.146988302,0.734054915
HORVU.MOREX.r3.5HG0427400,-0.40250036,7.424177913,0.147143625,0.734554224
HORVU.MOREX.r3.1HG0047250,-0.439028527,4.065884727,0.147181674,0.734554224
HORVU.MOREX.r3.1HG0049620,-0.436083283,4.099412666,0.147265754,0.734651964
HORVU.MOREX.r3.5HG0438650,0.656519358,2.268710946,0.14729466,0.734651964
HORVU.MOREX.r3.5HG0426750,-0.938343506,0.463619877,0.1475602,0.735743109
HORVU.MOREX.r3.3HG0297940,-0.745118452,1.615057455,0.147658212,0.735998523
HORVU.MOREX.r3.2HG0108920,0.380939772,5.031208425,0.1477681,0.736152003
HORVU.MOREX.r3.2HG0165490,0.369496644,5.938691526,0.147782597,0.736152003
HORVU.MOREX.r3.1HG0086460,0.445714266,3.985774123,0.147886231,0.736357025
HORVU.MOREX.r3.3HG0306220,-0.575859319,2.870138265,0.148030594,0.736357025
HORVU.MOREX.r3.7HG0709480,-0.651492659,2.299368376,0.148065058,0.736357025
HORVU.MOREX.r3.3HG0300830,-0.467097917,3.768556532,0.148077434,0.736357025
HORVU.MOREX.r3.5HG0516880,-0.442242179,4.019017387,0.148102569,0.736357025
HORVU.MOREX.r3.2HG0104680,0.889601479,0.716966122,0.14810461,0.736357025
HORVU.MOREX.r3.3HG0304680,0.412182156,7.79154246,0.148431845,0.737523018
HORVU.MOREX.r3.4HG0384360,0.376661196,5.150379615,0.148432895,0.737523018
HORVU.MOREX.r3.7HG0711950,0.383876075,4.925756817,0.148583088,0.738023595
HORVU.MOREX.r3.7HG0739030,0.400936024,4.565297417,0.148712597,0.738023595
HORVU.MOREX.r3.7HG0683230,0.678702953,2.08310162,0.148842422,0.738023595
HORVU.MOREX.r3.7HG0674400,0.910481202,0.590594693,0.148847743,0.738023595
HORVU.MOREX.r3.4HG0415410,-0.716006255,1.807157329,0.148852768,0.738023595
HORVU.MOREX.r3.5HG0468350,0.396759391,4.638294037,0.148868669,0.738023595
HORVU.MOREX.r3.6HG0542380,0.370326833,5.440142068,0.148969587,0.738023595
HORVU.MOREX.r3.3HG0231330,0.849135427,0.923911474,0.148977648,0.738023595
HORVU.MOREX.r3.3HG0246590,0.388150212,4.807666983,0.1490487,0.738023595
HORVU.MOREX.r3.1HG0057740,-0.367853232,5.74496519,0.14908214,0.738023595
HORVU.MOREX.r3.1HG0001150,0.968795463,0.329627881,0.149146297,0.738023595
HORVU.MOREX.r3.2HG0198320,0.708143184,1.860211597,0.149171928,0.738023595
HORVU.MOREX.r3.7HG0743320,-0.740771378,1.621256779,0.149202413,0.738023595
HORVU.MOREX.r3.7HG0676080,0.387883277,4.816043109,0.149204169,0.738023595
HORVU.MOREX.r3.7HG0736160,-0.379269529,5.038194532,0.149237369,0.738023595
HORVU.MOREX.r3.7HG0716800,0.662261035,2.20211559,0.149409696,0.738484847
HORVU.MOREX.r3.3HG0222320,0.48888211,3.555479784,0.149424529,0.738484847
HORVU.MOREX.r3.3HG0322390,0.724016663,1.733686457,0.149527997,0.738764106
HORVU.MOREX.r3.2HG0176810,0.370629907,5.37690431,0.149668683,0.739227016
HORVU.MOREX.r3.2HG0131380,0.448954237,3.928249178,0.149814532,0.739715131
HORVU.MOREX.r3.3HG0221340,0.367392421,5.897261208,0.14988885,0.739849856
HORVU.MOREX.r3.5HG0493090,0.680329221,2.065195389,0.149964977,0.73999343
HORVU.MOREX.r3.5HG0526250,0.524686537,11.44618874,0.150188944,0.740866187
HORVU.MOREX.r3.2HG0169630,0.895505788,0.65221825,0.150402854,0.741675112
HORVU.MOREX.r3.2HG0214850,-0.375068668,5.138732769,0.150447224,0.741675112
HORVU.MOREX.r3.1HG0090510,0.368331046,6.101308217,0.150541725,0.741749319
HORVU.MOREX.r3.4HG0395940,0.548316447,3.0589585,0.150556581,0.741749319
HORVU.MOREX.r3.7HG0727880,0.371355913,5.29091767,0.150660784,0.742030306
HORVU.MOREX.r3.6HG0570890,0.483477296,3.590212977,0.150754523,0.742259592
HORVU.MOREX.r3.7HG0661150,0.544705471,3.08529957,0.150801827,0.742260184
HORVU.MOREX.r3.3HG0306370,0.433273066,4.086891144,0.150857814,0.742303493
HORVU.MOREX.r3.4HG0380440,-0.749497358,1.536024076,0.150905533,0.742306112
HORVU.MOREX.r3.3HG0314220,0.468118421,3.723695117,0.151105868,0.743059208
HORVU.MOREX.r3.7HG0674840,-0.403520065,4.483035468,0.151186388,0.743222834
HORVU.MOREX.r3.6HG0630590,0.466358634,3.741456209,0.151306216,0.74347248
HORVU.MOREX.r3.7HG0661060,-0.366975755,6.034040793,0.151331694,0.74347248
HORVU.MOREX.r3.5HG0478010,-0.480642502,3.606489942,0.151533345,0.744230738
HORVU.MOREX.r3.1HG0075220,0.383409746,4.865999472,0.151671899,0.744678727
HORVU.MOREX.r3.5HG0496930,-0.79201219,1.241009515,0.151748604,0.744822866
HORVU.MOREX.r3.7HG0688730,-0.414327701,4.312657373,0.151804208,0.744863381
HORVU.MOREX.r3.5HG0497580,0.365181767,5.774388185,0.151976766,0.745406591
HORVU.MOREX.r3.6HG0604400,0.365430812,5.664757736,0.152048448,0.745406591
HORVU.MOREX.r3.5HG0426300,-0.418897077,8.13741016,0.152105543,0.745406591
HORVU.MOREX.r3.4HG0382910,0.688487686,1.971660155,0.152154638,0.745406591
HORVU.MOREX.r3.1HG0024560,-0.37508482,5.083959856,0.152168535,0.745406591
HORVU.MOREX.r3.3HG0276000,0.389833448,4.710031001,0.152199223,0.745406591
HORVU.MOREX.r3.5HG0527750,0.385093631,4.8105286,0.152309221,0.745713153
HORVU.MOREX.r3.6HG0542290,0.430458636,8.529331356,0.15247775,0.746306002
HORVU.MOREX.r3.5HG0498170,-0.460151169,3.782995207,0.152709904,0.746620289
HORVU.MOREX.r3.7HG0736060,0.536994804,3.119559394,0.152738694,0.746620289
HORVU.MOREX.r3.2HG0175220,0.401151044,7.567761577,0.152790299,0.746620289
HORVU.MOREX.r3.7HG0682550,0.693924272,1.919804713,0.152796103,0.746620289
HORVU.MOREX.r3.3HG0246800,-0.603377578,2.604998653,0.152837637,0.746620289
HORVU.MOREX.r3.2HG0154740,0.435728669,4.033721109,0.15286846,0.746620289
HORVU.MOREX.r3.5HG0480440,-0.800699536,1.165731946,0.152874194,0.746620289
HORVU.MOREX.r3.6HG0576290,-0.390273085,4.684280286,0.153082315,0.747404687
HORVU.MOREX.r3.1HG0067390,-0.366327744,5.449691728,0.153170852,0.7474254
HORVU.MOREX.r3.6HG0610190,0.376120602,5.021095926,0.153181583,0.7474254
HORVU.MOREX.r3.4HG0336330,-0.371865431,6.487244393,0.153298193,0.747762442
HORVU.MOREX.r3.4HG0334860,0.415569945,8.07848162,0.153619175,0.748930638
HORVU.MOREX.r3.7HG0658190,0.368229543,5.307493367,0.153632901,0.748930638
HORVU.MOREX.r3.3HG0321990,0.746161858,1.527486965,0.1537385,0.74921324
HORVU.MOREX.r3.5HG0420960,-0.382117719,4.848517021,0.153791287,0.74923838
HORVU.MOREX.r3.7HG0634380,0.393900618,4.60082605,0.153871322,0.749371436
HORVU.MOREX.r3.4HG0346910,-0.363981814,5.932212417,0.153913871,0.749371436
HORVU.MOREX.r3.2HG0097720,0.404431011,7.725346956,0.154185816,0.750463203
HORVU.MOREX.r3.5HG0518000,0.561008598,2.917576994,0.154276948,0.750533557
HORVU.MOREX.r3.7HG0656220,0.384913106,4.771192743,0.154295692,0.750533557
HORVU.MOREX.r3.4HG0388540,-0.444187134,3.925812211,0.154369186,0.750658937
HORVU.MOREX.r3.3HG0281130,-0.639588589,2.310679228,0.154459498,0.750865994
HORVU.MOREX.r3.6HG0596160,-0.363787885,6.003938683,0.154601295,0.751323131
HORVU.MOREX.r3.2HG0144230,-0.396670039,4.537301271,0.154827819,0.751944599
HORVU.MOREX.r3.3HG0259280,-0.608572618,2.545639333,0.154835623,0.751944599
HORVU.MOREX.r3.4HG0395710,0.450450612,3.856938704,0.154872576,0.751944599
HORVU.MOREX.r3.1HG0071130,0.715968395,1.727240562,0.155112814,0.75287864
HORVU.MOREX.r3.1HG0011680,0.828162881,0.976806395,0.155208243,0.752886843
HORVU.MOREX.r3.4HG0346120,0.366246216,6.264684168,0.155210224,0.752886843
HORVU.MOREX.r3.3HG0254260,-0.493586694,3.45237256,0.155393195,0.753306455
HORVU.MOREX.r3.4HG0392880,0.378129517,6.840722578,0.155403562,0.753306455
HORVU.MOREX.r3.3HG0303880,0.637244711,2.315824867,0.155440389,0.753306455
HORVU.MOREX.r3.1HG0087190,0.371907981,6.601179924,0.15586194,0.755116777
HORVU.MOREX.r3.3HG0327700,-0.706942626,1.778146538,0.155926779,0.755198326
HORVU.MOREX.r3.5HG0441880,-0.366773466,6.349611986,0.156103735,0.755822669
HORVU.MOREX.r3.5HG0471460,-0.464448156,3.705067651,0.156156019,0.755843181
HORVU.MOREX.r3.3HG0309190,-0.879919702,0.654974923,0.156279202,0.756206743
HORVU.MOREX.r3.6HG0589930,-0.366455568,6.342826427,0.156333582,0.756237261
HORVU.MOREX.r3.1HG0093300,-0.644292172,2.246595818,0.156746199,0.75800014
HORVU.MOREX.r3.5HG0472530,-0.462137313,3.719314594,0.156808513,0.758068444
HORVU.MOREX.r3.2HG0178090,0.83898433,0.887580772,0.156922888,0.758388313
HORVU.MOREX.r3.2HG0177570,-0.387371098,4.668048029,0.156981205,0.758437145
HORVU.MOREX.r3.1HG0007600,0.403895666,7.801817987,0.157053157,0.758456152
HORVU.MOREX.r3.1HG0048800,-0.451576611,3.81932394,0.157111355,0.758456152
HORVU.MOREX.r3.2HG0201420,-0.360671521,5.756641737,0.157129782,0.758456152
HORVU.MOREX.r3.3HG0232860,0.392824119,4.558801314,0.157456426,0.759799705
HORVU.MOREX.r3.7HG0744500,0.799797262,1.115099366,0.157574625,0.759835884
HORVU.MOREX.r3.5HG0509900,0.398763142,7.647191276,0.157651329,0.759835884
HORVU.MOREX.r3.5HG0474800,-0.642989787,2.244851554,0.157665056,0.759835884
HORVU.MOREX.r3.7HG0731740,0.581303933,2.725526621,0.157680562,0.759835884
HORVU.MOREX.r3.4HG0343400,0.376998903,6.879028543,0.157705433,0.759835884
HORVU.MOREX.r3.6HG0552200,0.369269772,5.108587608,0.157825763,0.76017494
HORVU.MOREX.r3.3HG0238880,0.467329218,3.664090396,0.157872451,0.76017494
HORVU.MOREX.r3.1HG0054870,0.659821371,2.113471955,0.157941347,0.760273967
HORVU.MOREX.r3.4HG0392810,-0.415378037,4.213690571,0.158127795,0.76093862
HORVU.MOREX.r3.2HG0191650,-0.363737016,5.327125237,0.158292991,0.761500623
HORVU.MOREX.r3.3HG0250320,0.370350999,5.055632269,0.158409653,0.761710919
HORVU.MOREX.r3.6HG0557230,-0.636452798,2.284471992,0.158433547,0.761710919
HORVU.MOREX.r3.5HG0463860,0.549954812,2.959245893,0.15858381,0.761827666
HORVU.MOREX.r3.7HG0748630,0.704736758,1.764469689,0.158595764,0.761827666
HORVU.MOREX.r3.7HG0644570,-0.408019751,4.308824516,0.158603115,0.761827666
HORVU.MOREX.r3.1HG0083630,0.395955993,4.486334643,0.158700524,0.761848044
HORVU.MOREX.r3.5HG0457350,-0.565565161,2.835938352,0.158714037,0.761848044
HORVU.MOREX.r3.3HG0234440,0.374016684,4.93667054,0.158763047,0.761848044
HORVU.MOREX.r3.1HG0050330,-0.769517251,1.296399394,0.158801077,0.761848044
HORVU.MOREX.r3.3HG0307250,-0.530876009,3.106327631,0.158870711,0.761949742
HORVU.MOREX.r3.7HG0746120,0.371237223,6.690888379,0.15893024,0.76200293
HORVU.MOREX.r3.5HG0504780,0.363205095,6.287733381,0.159030431,0.762226996
HORVU.MOREX.r3.1HG0054950,0.371416218,6.700183605,0.159089883,0.762226996
HORVU.MOREX.r3.5HG0441420,0.650945457,2.167391219,0.159147782,0.762226996
HORVU.MOREX.r3.2HG0122100,-0.430139986,8.747919545,0.159170789,0.762226996
HORVU.MOREX.r3.3HG0235790,-0.368828695,6.601716659,0.159359795,0.762823804
HORVU.MOREX.r3.3HG0292350,-0.380917629,4.75567694,0.1593924,0.762823804
HORVU.MOREX.r3.3HG0229320,0.690318522,1.864793077,0.159484673,0.76303327
HORVU.MOREX.r3.7HG0746590,0.419715671,4.140853368,0.159661677,0.763647869
HORVU.MOREX.r3.4HG0396760,-0.552402852,2.9244936,0.159825356,0.763819012
HORVU.MOREX.r3.5HG0445520,0.624206164,2.36860953,0.159842084,0.763819012
HORVU.MOREX.r3.7HG0734470,-0.396052296,4.467196209,0.15988793,0.763819012
HORVU.MOREX.r3.7HG0744440,0.615407154,2.437183599,0.159891679,0.763819012
HORVU.MOREX.r3.5HG0456400,-0.370050546,5.018194756,0.160039772,0.764178874
HORVU.MOREX.r3.7HG0684160,0.624368261,2.362739192,0.160064166,0.764178874
HORVU.MOREX.r3.7HG0719210,-0.406732872,4.302492306,0.160168046,0.764391268
HORVU.MOREX.r3.2HG0191070,-0.358856573,5.574469321,0.160205836,0.764391268
HORVU.MOREX.r3.2HG0184620,0.533446739,3.071463475,0.160339549,0.764640582
HORVU.MOREX.r3.6HG0574810,0.549059898,2.946717035,0.160357709,0.764640582
HORVU.MOREX.r3.3HG0320040,-0.551746439,2.923383409,0.160403911,0.764640582
HORVU.MOREX.r3.4HG0336020,-0.359227668,6.079728302,0.160550689,0.765108416
HORVU.MOREX.r3.5HG0501770,0.793226159,1.125608223,0.160694475,0.765489919
HORVU.MOREX.r3.6HG0572590,0.59874189,2.556364143,0.160747112,0.765489919
HORVU.MOREX.r3.7HG0737860,0.440214108,3.900412041,0.160776727,0.765489919
HORVU.MOREX.r3.3HG0326200,-0.376568284,4.821965622,0.161002294,0.766211855
HORVU.MOREX.r3.5HG0528930,-0.79762497,1.083068985,0.161064726,0.766211855
HORVU.MOREX.r3.7HG0729020,0.479366881,3.5137232,0.161113654,0.766211855
HORVU.MOREX.r3.5HG0443300,-0.547683699,2.949723733,0.161130004,0.766211855
HORVU.MOREX.r3.4HG0354980,0.391192104,7.500696361,0.161171892,0.766211855
HORVU.MOREX.r3.4HG0395500,-0.387016862,4.600219244,0.161270793,0.766450404
HORVU.MOREX.r3.2HG0135690,-0.486219451,3.455849764,0.161424327,0.766948382
HORVU.MOREX.r3.6HG0593020,-0.373526066,4.883084673,0.161572599,0.767421063
HORVU.MOREX.r3.2HG0117280,-0.525155726,3.123128621,0.161696225,0.767776429
HORVU.MOREX.r3.5HG0475380,0.356649722,5.690764284,0.161958482,0.768789644
HORVU.MOREX.r3.7HG0711940,0.392265799,4.493736236,0.162046045,0.768859972
HORVU.MOREX.r3.1HG0093940,-0.358677442,6.145489866,0.162071049,0.768859972
HORVU.MOREX.r3.7HG0711430,0.418789998,8.472388058,0.162167985,0.769087904
HORVU.MOREX.r3.3HG0310700,0.852393902,0.750276648,0.162245173,0.769222064
HORVU.MOREX.r3.2HG0190260,0.358235645,5.455596244,0.16240898,0.769601661
HORVU.MOREX.r3.6HG0597750,-0.366347078,5.066877123,0.162423083,0.769601661
HORVU.MOREX.r3.2HG0172010,0.397422057,4.404734978,0.162502902,0.769748012
HORVU.MOREX.r3.4HG0407750,-0.492036591,3.393407272,0.162592076,0.769938578
HORVU.MOREX.r3.2HG0205380,-0.414412913,8.342400612,0.162675428,0.770001595
HORVU.MOREX.r3.3HG0320000,0.520939989,3.149562619,0.16270328,0.770001595
HORVU.MOREX.r3.3HG0285420,-0.372490949,6.880794956,0.162792664,0.770192899
HORVU.MOREX.r3.4HG0382770,-0.355775119,5.701623779,0.163001799,0.770591708
HORVU.MOREX.r3.3HG0235950,-0.357254826,6.100132436,0.163100618,0.770591708
HORVU.MOREX.r3.5HG0473900,-0.407213556,8.116273033,0.163183366,0.770591708
HORVU.MOREX.r3.2HG0160620,0.366151091,5.055520781,0.163211475,0.770591708
HORVU.MOREX.r3.2HG0172120,-0.519654373,3.150971206,0.163231816,0.770591708
HORVU.MOREX.r3.6HG0559990,0.35565315,5.686474321,0.163239999,0.770591708
HORVU.MOREX.r3.3HG0227930,-0.361949798,5.207299996,0.16325231,0.770591708
HORVU.MOREX.r3.1HG0092650,-0.623456948,2.332594155,0.163315697,0.770591708
HORVU.MOREX.r3.4HG0401250,0.570652457,2.748695642,0.163317828,0.770591708
HORVU.MOREX.r3.5HG0482660,-0.448810822,3.779815101,0.163400694,0.770751518
HORVU.MOREX.r3.7HG0722070,0.66987324,1.970800193,0.163708107,0.771970092
HORVU.MOREX.r3.3HG0231180,0.62901548,2.27369261,0.163915019,0.772714165
HORVU.MOREX.r3.3HG0234510,0.38388661,4.612277922,0.163997592,0.772871817
HORVU.MOREX.r3.4HG0338340,0.624769262,2.315857729,0.164069208,0.772977751
HORVU.MOREX.r3.6HG0599100,-0.354707052,5.836647415,0.164170851,0.773016603
HORVU.MOREX.r3.6HG0617760,-0.769277671,1.229048214,0.164175734,0.773016603
HORVU.MOREX.r3.2HG0130030,0.682955516,1.856004613,0.164260707,0.773185272
HORVU.MOREX.r3.5HG0507580,0.379663176,4.684615019,0.16456414,0.774166055
HORVU.MOREX.r3.1HG0000090,-0.354619607,5.909955173,0.164567497,0.774166055
HORVU.MOREX.r3.1HG0092670,0.441777405,3.835336765,0.164773107,0.774715433
HORVU.MOREX.r3.4HG0346190,0.392822757,4.446024491,0.164859067,0.774715433
HORVU.MOREX.r3.7HG0672850,0.471793989,3.547975926,0.164860305,0.774715433
HORVU.MOREX.r3.7HG0687600,0.679505591,1.876940001,0.164881271,0.774715433
HORVU.MOREX.r3.3HG0290120,0.7256042,1.526335441,0.165019947,0.775135498
HORVU.MOREX.r3.3HG0297140,0.382925755,7.340617582,0.165154993,0.775538268
HORVU.MOREX.r3.1HG0053680,0.365010345,5.03356245,0.165228467,0.775559286
HORVU.MOREX.r3.2HG0116790,0.724260909,1.5333825,0.165258072,0.775559286
HORVU.MOREX.r3.1HG0022860,0.393621725,4.42251582,0.165397862,0.775896178
HORVU.MOREX.r3.4HG0409030,-0.386289398,4.543592347,0.165467484,0.775896178
HORVU.MOREX.r3.5HG0433510,-0.369015807,6.837555999,0.165477826,0.775896178
HORVU.MOREX.r3.1HG0048040,0.353649062,5.858365035,0.165527742,0.775898962
HORVU.MOREX.r3.2HG0129410,-0.671990137,1.923354632,0.165682331,0.775962367
HORVU.MOREX.r3.6HG0608790,-0.557153488,2.827999648,0.165708216,0.775962367
HORVU.MOREX.r3.1HG0065340,0.800852753,1.012817757,0.165732279,0.775962367
HORVU.MOREX.r3.7HG0707830,-0.474555786,3.511979643,0.165827432,0.775962367
HORVU.MOREX.r3.6HG0543490,0.616123136,2.358366764,0.165848403,0.775962367
HORVU.MOREX.r3.5HG0520940,0.40501146,4.250755743,0.16591251,0.775962367
HORVU.MOREX.r3.7HG0717060,0.547566431,2.900524071,0.165926082,0.775962367
HORVU.MOREX.r3.5HG0462200,-0.566244558,2.75171688,0.165935885,0.775962367
HORVU.MOREX.r3.4HG0412600,0.354661431,5.488452998,0.166154686,0.776603829
HORVU.MOREX.r3.7HG0717180,-0.363548857,6.631794291,0.166171794,0.776603829
HORVU.MOREX.r3.7HG0658550,0.380339456,4.641600072,0.166276073,0.776860382
HORVU.MOREX.r3.6HG0575740,-0.357799977,6.350356743,0.166471878,0.777544271
HORVU.MOREX.r3.7HG0655800,0.379239553,7.268967164,0.167018393,0.779865344
HORVU.MOREX.r3.3HG0280890,0.58666326,2.580324232,0.1670801,0.779883989
HORVU.MOREX.r3.6HG0568640,-0.434686205,3.883896094,0.167131462,0.779883989
HORVU.MOREX.r3.3HG0238570,-0.47477646,3.495861377,0.167171115,0.779883989
HORVU.MOREX.r3.5HG0429050,0.3651768,4.977243834,0.167223909,0.779898994
HORVU.MOREX.r3.3HG0319670,-0.741082066,1.384523748,0.167492902,0.780922002
HORVU.MOREX.r3.4HG0410950,-0.481964191,3.430318673,0.167543637,0.780927097
HORVU.MOREX.r3.2HG0110580,-0.495564963,3.310965132,0.167659872,0.781090597
HORVU.MOREX.r3.5HG0486830,0.643337796,2.117986586,0.167678021,0.781090597
HORVU.MOREX.r3.7HG0677770,0.591676113,2.53407627,0.167874907,0.781776247
HORVU.MOREX.r3.2HG0107400,0.352337956,5.561139366,0.168098637,0.782300901
HORVU.MOREX.r3.6HG0553200,-0.378322948,4.644613896,0.168109287,0.782300901
HORVU.MOREX.r3.3HG0235930,0.548899478,2.865672307,0.168136758,0.782300901
HORVU.MOREX.r3.1HG0002660,0.367660471,4.882024334,0.168317999,0.782912607
HORVU.MOREX.r3.4HG0385690,0.357563925,6.429800139,0.168395258,0.783040437
HORVU.MOREX.r3.7HG0700570,-0.35559246,5.290372144,0.16860277,0.783666401
HORVU.MOREX.r3.7HG0657330,0.371653655,7.044715938,0.168629507,0.783666401
HORVU.MOREX.r3.5HG0485230,0.751630687,1.296505703,0.168737607,0.783937182
HORVU.MOREX.r3.6HG0619520,-0.853541868,0.661086222,0.168838334,0.78415434
HORVU.MOREX.r3.1HG0043710,-0.351215584,5.959308221,0.16895415,0.78415434
HORVU.MOREX.r3.1HG0016310,0.374160918,7.148365384,0.168973657,0.78415434
HORVU.MOREX.r3.2HG0107480,0.350566952,5.813969157,0.169062481,0.78415434
HORVU.MOREX.r3.4HG0383930,-0.350676582,5.714225626,0.169068733,0.78415434
HORVU.MOREX.r3.4HG0360400,-0.42649709,3.950123071,0.169083435,0.78415434
HORVU.MOREX.r3.6HG0627690,-0.50361228,3.223969654,0.169298981,0.784750423
HORVU.MOREX.r3.5HG0471680,0.354105951,6.267301963,0.169311737,0.784750423
HORVU.MOREX.r3.2HG0159310,-0.371115596,4.773281889,0.169509641,0.784851992
HORVU.MOREX.r3.7HG0675400,-0.352893447,5.401835656,0.169533254,0.784851992
HORVU.MOREX.r3.7HG0653740,0.372230109,4.746454183,0.169540398,0.784851992
HORVU.MOREX.r3.2HG0139060,0.471543635,3.503365444,0.169572946,0.784851992
HORVU.MOREX.r3.5HG0440360,-0.350435338,5.66147176,0.169583111,0.784851992
HORVU.MOREX.r3.7HG0740050,-0.394548923,4.345387267,0.169754975,0.785416327
HORVU.MOREX.r3.1HG0059360,-0.553540358,2.811694713,0.16984989,0.785533798
HORVU.MOREX.r3.4HG0361950,-0.718876748,1.516182924,0.169903858,0.785533798
HORVU.MOREX.r3.4HG0341770,-0.364186988,4.935053782,0.169958933,0.785533798
HORVU.MOREX.r3.7HG0667790,-0.356318419,6.440095891,0.170081346,0.785533798
HORVU.MOREX.r3.5HG0523090,0.529693357,2.998678329,0.170093658,0.785533798
HORVU.MOREX.r3.6HG0542110,-0.433375327,3.863232099,0.17014532,0.785533798
HORVU.MOREX.r3.3HG0236350,-0.363411634,4.95224966,0.170168099,0.785533798
HORVU.MOREX.r3.1HG0035400,-0.450478326,3.691546444,0.170179848,0.785533798
HORVU.MOREX.r3.2HG0164450,-0.575378014,2.629950851,0.170602315,0.787252864
HORVU.MOREX.r3.6HG0607420,-0.4440896,3.745753124,0.170982175,0.788774367
HORVU.MOREX.r3.5HG0510440,0.376577315,4.629661348,0.171075885,0.788975301
HORVU.MOREX.r3.2HG0176970,0.35880245,6.615969039,0.171318355,0.789861972
HORVU.MOREX.r3.2HG0193820,-0.349081923,5.620946826,0.17145264,0.790151912
HORVU.MOREX.r3.3HG0328960,-0.348672971,5.832204494,0.171503081,0.790151912
HORVU.MOREX.r3.7HG0722320,0.349052742,5.616504368,0.171531929,0.790151912
HORVU.MOREX.r3.3HG0302020,0.556758068,2.768298302,0.171639718,0.790416982
HORVU.MOREX.r3.1HG0049760,0.351789286,5.355208415,0.171810399,0.79056843
HORVU.MOREX.r3.7HG0673840,-0.500248936,3.22634704,0.171855629,0.79056843
HORVU.MOREX.r3.2HG0213480,-0.34976176,5.495014047,0.171904734,0.79056843
HORVU.MOREX.r3.7HG0651570,-0.555933804,2.769230952,0.172008337,0.79056843
HORVU.MOREX.r3.3HG0219280,0.444649502,3.731251507,0.172012658,0.79056843
HORVU.MOREX.r3.5HG0512520,-0.441134787,3.76401788,0.172098468,0.79056843
HORVU.MOREX.r3.5HG0470430,-0.362973483,4.92072641,0.172115283,0.79056843
HORVU.MOREX.r3.4HG0337590,0.512187875,3.122128796,0.172119301,0.79056843
HORVU.MOREX.r3.1HG0079990,-0.349192123,5.52360288,0.172171109,0.79056843
